customerID,CustomerFeedback,HasFeedback,sentiment_label_roberta,sentiment_score_roberta,sentiment_num_roberta
7654-ywjuf,,FALSE,,,
1875-qivme,,FALSE,,,
6727-iotlz,,FALSE,,,
0691-jvsya,"i have been a customer with this company for 53 months and have been using their fiber optic internet service. i have been satisfied with the service itself, as the speeds have been consistent and reliable. however, i recently decided to churn because i found a better deal with another provider. the monthly charges of $94.85",TRUE,positive,0.7922470569610596,2
5918-vukwp,"i have been a loyal customer for 32 months now and have been satisfied with the service provided. the automatic bank transfer payment method is convenient for me and i have had no issues with it. although i do not have internet service with this provider, the monthly charges of $20.55 for my other services are reasonable. overall, i have had a positive experience and have no complaints.",TRUE,positive,0.9321475028991699,2
1744-jhkys,,FALSE,,,
2656-fmokz,,FALSE,,,
2070-fnexe,,FALSE,,,
5947-sgkcl,,FALSE,,,
3712-pkxza,,FALSE,,,
6317-ypkdh,,FALSE,,,
6582-oivsp,,FALSE,,,
9367-wxlch,,FALSE,,,
5524-khnjp,"i have been a customer with this dsl provider for 33 months now and i have been satisfied with the service overall. the monthly charges of $74.75 are reasonable for the internet speeds i am receiving. the automatic credit card payment method makes it convenient for me to pay my bill on time every month. i have not experienced any issues with the service that would make me want to churn to a different provider. overall, i would recommend this provider to others looking for reliable dsl internet service.",TRUE,positive,0.9385886788368225,2
1918-zbfqj,"i recently decided to cancel my month-to-month contract with this internet service provider after being a customer for 13 months. the monthly charges of $79.25 for fiber optic internet were reasonable, but i found that the service",TRUE,negative,0.6327927112579346,0
1024-guald,,FALSE,,,
4827-usjhp,,FALSE,,,
8167-gjlrn,,FALSE,,,
0956-sycwg,,FALSE,,,
8017-uvszu,,FALSE,,,
7100-fqprv,,FALSE,,,
2472-ovkup,,FALSE,,,
2984-rgeya,,FALSE,,,
9680-niauv,,FALSE,,,
2146-egvdt,i have been a customer with this company for almost five years now and i have been very satisfied with the service. the automatic credit card payment method makes it easy to manage my account and i have never had any issues with billing. even,TRUE,positive,0.9685823321342468,2
2604-ijpdu,,FALSE,,,
9178-jhuvj,,FALSE,,,
6168-ybynp,,FALSE,,,
7255-ssfbc,"i have been a loyal customer with this company for six years now and have been extremely satisfied with the fiber optic internet service they provide. the automatic bank transfer payment method makes it convenient for me to pay my monthly bill without worrying about missing a payment. the monthly charges of $112.25 are reasonable for the high-speed internet service i receive. overall, i have had a positive experience with this company and have no intentions of churning anytime soon.",TRUE,positive,0.9565438032150269,2
3645-deygf,,FALSE,,,
9323-hgfwy,,FALSE,,,
8544-goqsh,,FALSE,,,
3363-dtivd,,FALSE,,,
7018-wbjnk,,FALSE,,,
9142-kzxop,,FALSE,,,
7674-ytafd,,FALSE,,,
6348-snfus,,FALSE,,,
1285-okipp,,FALSE,,,
7825-ecjrf,,FALSE,,,
1347-kttta,,FALSE,,,
7841-tzdmq,"i recently switched to this internet service provider two months ago and unfortunately, i have already decided to cancel my service. the monthly charges of $46.00 for dsl internet are reasonable, but i have experienced frequent outages and slow speeds during my short tenure.",TRUE,negative,0.9041537046432495,0
4195-nzgta,,FALSE,,,
7157-smcfk,,FALSE,,,
4709-lkhyg,,FALSE,,,
2504-dshih,,FALSE,,,
0699-ndkjm,"i have been a customer with this company for 57 months now and i have been very satisfied with the service. the monthly charges are reasonable at $58.75 for dsl internet service. i appreciate the convenience of automatic bank transfers for payment. overall, i have had no issues with the service and have no plans to churn anytime soon. highly recommend this company for reliable internet service.",TRUE,positive,0.9692520499229431,2
9286-bhdqg,,FALSE,,,
0230-wequw,,FALSE,,,
2040-ldiwq,,FALSE,,,
6496-jdssb,,FALSE,,,
9408-ssnvz,,FALSE,,,
4443-embna,,FALSE,,,
6469-mrvet,"i have only been a customer for a month, but so far i am satisfied with the service i have received. the monthly charges are reasonable at $20.2 and i appreciate the convenience of paying with an electronic check. however, i do wish there was an option for internet service as i currently do not have access to it through this provider. overall, i have had a positive experience and look forward to continuing my contract for the remainder of the year.",TRUE,positive,0.9238524436950684,2
0742-moabm,"i recently canceled my dsl internet service after 4 months with the company. while the monthly charges were reasonable at $50.05, i found the service to be unreliable and slow. additionally, having to pay by mailing a check each month was inconvenient and outdated. i ultimately decided to switch to a different provider that offered faster and more reliable service with easier payment options.",TRUE,negative,0.9122502207756042,0
5961-vusrv,"i have been a customer with this company for 12 months now and have had a positive experience overall. the automatic bank transfer payment method makes it convenient for me to pay my monthly charges of $19.35. even though i do not have internet service with this provider, the customer service has",TRUE,positive,0.9348604083061218,2
6778-jfcmk,i have been a customer with this internet service provider for 24 months now and i have been satisfied with the service overall. the monthly charges are reasonable at $50.6 and i,TRUE,positive,0.946767271,2
6341-jvqgf,,FALSE,,,
2232-dmlxu,,FALSE,,,
4811-jbuvu,,FALSE,,,
0945-tsonx,,FALSE,,,
2651-zcbxv,"i have been a loyal customer of this internet service provider for over four and a half years now and have been very satisfied with the service. the fiber optic internet is fast and reliable, and i have had no issues with downtime or slow speeds. the automatic payment meth",TRUE,positive,0.9724075794219971,2
3316-uwxuy,,FALSE,,,
8937-rdthp,,FALSE,,,
7083-miopc,,FALSE,,,
1984-gpteh,"i have been a loyal customer for almost 2 and a half years now and i have been satisfied with the service provided by this company. the monthly charges are very reasonable at $25.15 and i appreciate the convenience of the electronic check payment method. despite not having internet service with this company, i have had no issues with the service overall. i would recommend this company to others looking for affordable and reliable services.",TRUE,positive,0.964301348,2
1251-krreg,,FALSE,,,
0621-jfhol,,FALSE,,,
9903-lysab,,FALSE,,,
0094-oifmo,,FALSE,,,
9227-uaqft,,FALSE,,,
7301-abvad,,FALSE,,,
6614-fhdbo,,FALSE,,,
7576-aseju,,FALSE,,,
9058-hrzsv,"i have been a customer with this company for over 5 years now and i have been very satisfied with their service. the fiber optic internet is fast and reliable, and i have had no issues with connectivity. the monthly charges are reasonable at $94.4 and i appreciate the convenience of being able to pay with electronic check. overall, i have no complaints and would recommend this company to others.",TRUE,positive,0.9713330268859863,2
4522-akylr,,FALSE,,,
0221-wmxnq,,FALSE,,,
0303-uncip,,FALSE,,,
9947-otfqu,,FALSE,,,
0322-yinqp,,FALSE,,,
0959-whokv,,FALSE,,,
4075-jfpgr,,FALSE,,,
4629-nrxkx,,FALSE,,,
9514-jdski,,FALSE,,,
3282-ziszv,,FALSE,,,
3675-ydupj,,FALSE,,,
4111-bnxif,,FALSE,,,
7017-vfhay,"i have been a loyal customer of this company for over 5 years now and i have been extremely satisfied with their services. the fiber optic internet service has been reliable and fast, and i have never experienced any issues w",TRUE,positive,0.9776206612586975,2
6655-lhbyw,,FALSE,,,
4959-josrx,,FALSE,,,
5046-nuhwd,,FALSE,,,
7273-tefqd,,FALSE,,,
3606-twkgi,,FALSE,,,
7529-zdfxi,,FALSE,,,
7605-bdwdc,"""i have been a customer with this company for 31 months now and i am very satisfied with the dsl internet service they provide. the monthly charges of $49.85 are reasonable and the automatic bank transfer payme",TRUE,positive,0.9707843661308289,2
1950-ksvvj,,FALSE,,,
0123-crbrt,,FALSE,,,
6292-tosss,"i have been a loyal customer with this company for over four years now, and i have been very satisfied with their service. the automatic bank transfer for payment has been convenient and hassle-free. a",TRUE,positive,0.9816208481788635,2
3197-arfoy,,FALSE,,,
6323-aybrx,,FALSE,,,
7014-zzxaw,,FALSE,,,
4385-gzqxv,,FALSE,,,
7633-mvpuy,"i have been a loyal customer of this internet service provider for 57 months and i have been very satisfied with the service. the dsl internet has been reliable and the monthly charges of $59.75 are reasonable for the speed and quality of service i receive. the electronic check payment method is convenient for me and i have never had any issues with billing or payments. overall, i have had a positive experience with this company and would recommend them to others looking for a reliable internet service provider.",TRUE,positive,0.9691892266273499,2
6366-zgqgl,,FALSE,,,
4716-hhkqh,"i have been with this internet provider for 20 months now and i have been very satisfied with the service. the fiber optic internet is fast and reliable, and i have not experienced any issues with connectivity. the monthly charges of $107.05 are reasonable for the quality of service i am receivi",TRUE,positive,0.9703549742698669,2
5940-ahuhd,,FALSE,,,
6432-twqlb,,FALSE,,,
4484-glzou,,FALSE,,,
3179-gbrwv,,FALSE,,,
8645-kwhjo,,FALSE,,,
4130-mzlcc,,FALSE,,,
0314-tkosi,,FALSE,,,
8229-myejz,,FALSE,,,
2080-srcde,,FALSE,,,
9577-wjvcq,,FALSE,,,
9512-uibfx,"i recently decided to cancel my service after being with the company for 18 months on a month-to-month contract. while the fiber optic internet service was fast and reliable, i found the monthly charges of $95.15 to be quite high compared to other providers in the area. additionally, having to pay by mailing a check was inconvenient and outdated. overall, i was satisfied with the service itself but ultimately decided to switch to a more affordable and convenient option.",TRUE,negative,0.8078004121780396,0
6202-dyyfx,,FALSE,,,
3808-hfkde,,FALSE,,,
5583-sxdag,,FALSE,,,
3488-pgmqj,,FALSE,,,
3580-reoac,"i recently decided to cancel my dsl internet service after being a customer for 10 months. the monthly charges of $44.85 were affordable, but i found that the internet speed and reliability were not up to par with what i needed for my work and personal use. i also found the customer",TRUE,negative,0.8146204352378845,0
7534-bfesc,,FALSE,,,
3727-owvyd,i have been a customer with this company for 35 months now and i am pleased to say that i have not experienced any issues that would make me want to switch providers. the dsl internet service has been reliable and t,TRUE,positive,0.9371456503868103,2
2294-salne,,FALSE,,,
4847-tajyi,,FALSE,,,
1563-iwqex,"i have been a customer with this company for 12 months now and i am satisfied with the service. the monthly charges are reasonable at $19.7 and the month-to-month contract gives me flexibility. however, i do not use the internet service provided by the company. i prefer to pay my bills by mailing a check and have not experienced any issues with the payment process. overall, i am happy with the service and have no plans to churn.",TRUE,positive,0.8641505837440491,2
8203-xjzrc,,FALSE,,,
6556-dbkzf,,FALSE,,,
6851-wefyx,,FALSE,,,
2985-juubz,,FALSE,,,
6390-dsazx,"i recently signed up for the fiber optic internet service with this company on a month-to-month contract. unfortunately, after just one month, i decided to churn and cancel my service. the monthly charges of $73.6 were reasonable, but i found the payment method of mailing a check to be inconvenient. i ultimately decided to switch to a different provider that offered more convenient payment options. overall, the service itself was decent, but the payment process was a hassle for me.",TRUE,negative,0.8791263699531555,0
0895-lmrsf,"i have been a customer with this company for 23 months now and have been satisfied with their dsl internet service. the monthly charges of $64.9 are reasonable and the automatic bank transfer payment method is convenient. i have had no issues with churn and overall, i am happy with the service provided.",TRUE,positive,0.95805347,2
8098-llazx,"i recently switched to this fiber optic internet service provider about 4 months ago on a month-to-month contract. the monthly charges were reasonable at $95.45. however, i experienced some issues with the service and ultimately decided to cancel and churn to a different provider. the payment method of electronic",TRUE,negative,0.5195446014404297,0
8266-vbfql,i have been using the fiber optic internet service for the past 4 months and i am very satisfied with the speed and reliability. the monthly charges of $90.4 are reasonable for the quality of service i am receiving. i a,TRUE,positive,0.9644935131072998,2
8181-yhcmf,,FALSE,,,
2240-hsjqd,"i have been a customer with this company for almost 3 years now and i have been very satisfied with their service. the fiber optic internet has been reliable and fast, and i have had no issues with connectivity. the monthly charges are reasonable for the quality of service provided. i appreciate the option to pay by mailed check as it is convenient for me. overall, i have no complaints and would recommend this company to others.",TRUE,positive,0.9710056185722351,2
1248-dyxub,,FALSE,,,
0265-edxbd,"i have been a customer of this internet service provider for 32 months now on a month-to-month contract. i recently decided to churn and switch to a different provider due to the high monthly charges of $74.9. while the fiber optic internet service was fast and reliable, i found it difficult to keep u",TRUE,negative,0.858622134,0
4115-bnpjy,,FALSE,,,
3167-snqpl,,FALSE,,,
4091-tvocn,"i have been a customer with this dsl internet service provider for 4 years now and i have been very satisfied with the service. the monthly charges of $78.75 are reasonable for the quality of internet i receive. the automatic credit card payment method is convenient and ensures that i never miss a payment. overall, i have had no reason to consider churning and i am happy to continue using this service.",TRUE,positive,0.9607434868812561,2
1098-tdvuq,,FALSE,,,
7277-ozcgz,"i have been a customer with this company for 22 months now and have been very satisfied with the service. the fiber optic internet is fast and reliable, and i have had no issues with connectivity. the monthly charges of $89.05 are reasonable for the quality of service i receive. i appreciate being able to pay wit",TRUE,positive,0.9716911911964417,2
1557-emyvt,"i have been a customer with this company for 43 months now and i have been extremely satisfied with the service. the fiber optic internet service has been reliable and fast, and i have never experienced",TRUE,positive,0.97826457,2
2799-arnlo,,FALSE,,,
7563-biupc,,FALSE,,,
5027-yocxn,,FALSE,,,
3973-skmln,,FALSE,,,
2321-ombxy,,FALSE,,,
2840-xanrc,,FALSE,,,
6745-jefzb,"i have been a customer with this company for 35 months now and i have been very satisfied with the service. the fiber optic internet is fast and reliable, and i have never experienced any issues with connectivity. the monthly charges of $91.5 are reasonable for the quality of service i receive. i appreciate the convenience of automatic credit card payments, as",TRUE,positive,0.9685378670692444,2
5020-zstty,,FALSE,,,
9880-tdqac,,FALSE,,,
8705-wzcyl,,FALSE,,,
7102-jjvtx,,FALSE,,,
8626-ptqge,,FALSE,,,
4983-clmlv,,FALSE,,,
5701-yvsvf,,FALSE,,,
5804-lepim,,FALSE,,,
5697-gombf,,FALSE,,,
2739-cacdq,,FALSE,,,
9385-ehgdo,,FALSE,,,
9498-fimxl,,FALSE,,,
2379-gyflq,"i have been a loyal customer of this company for almost four years now, and i have been extremely satisfied with the service. the fiber optic internet is incredibly fast and reliable, and i have never experienced any interruptions in my service. the automatic credit card payment option is convenient and hassle-free, making it easy for me to stay on top of my monthly bills. although the monthly charges are a bit on the higher side, i believe the quality of service i receive is well worth the cost. overall, i have no complaints and would highly recommend this company to others.",TRUE,positive,0.9763617515563965,2
0122-oahpz,"i recently switched internet service providers after being with this company for 7 months. the fiber optic internet service was fast and reliable, but i ultimat",TRUE,neutral,0.49027207493782043,1
2868-snelz,,FALSE,,,
